consumption_id,icp_id,retailer_id,price_category_code,region,billing_month,billing_period_start,billing_period_end,icp_days,price_year,expected_delivery_charge_unrounded,component_count,expected_delivery_charge,data_origin
ICP000164-202603,ICP000164,RET001,RSU,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,82.12394475,6,82.12,Calculated from public prices and simulated quantities
ICP000165-202603,ICP000165,RET001,RSC,Selwyn,2026-03,2026-03-01,2026-03-31,31,2025,73.10427218999999,6,73.1,Calculated from public prices and simulated quantities
ICP000166-202603,ICP000166,RET005,URES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,68.06601405,6,68.07,Calculated from public prices and simulated quantities
ICP000167-202603,ICP000167,RET002,RSC,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,93.71953755,6,93.72,Calculated from public prices and simulated quantities
ICP000168-202603,ICP000168,RET001,URES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,41.67464539,6,41.67,Calculated from public prices and simulated quantities
ICP000169-202603,ICP000169,RET005,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,37.34916028,6,37.35,Calculated from public prices and simulated quantities
ICP000170-202603,ICP000170,RET003,URES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,44.70724158,6,44.71,Calculated from public prices and simulated quantities
ICP000171-202603,ICP000171,RET002,URES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,109.44186356999998,6,109.44,Calculated from public prices and simulated quantities
ICP000172-202603,ICP000172,RET001,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,64.97577133,6,64.98,Calculated from public prices and simulated quantities
ICP000173-202603,ICP000173,RET004,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,63.49258023,6,63.49,Calculated from public prices and simulated quantities
ICP000174-202603,ICP000174,RET005,URES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,50.6848184,6,50.68,Calculated from public prices and simulated quantities
ICP000175-202603,ICP000175,RET003,RSC,Selwyn,2026-03,2026-03-01,2026-03-31,31,2025,74.47123123,6,74.47,Calculated from public prices and simulated quantities
ICP000176-202603,ICP000176,RET005,URES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,53.57681504,6,53.58,Calculated from public prices and simulated quantities
ICP000177-202603,ICP000177,RET003,RSC,Selwyn,2026-03,2026-03-01,2026-03-31,31,2025,59.05550872999999,6,59.06,Calculated from public prices and simulated quantities
ICP000178-202603,ICP000178,RET004,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,47.12217862,6,47.12,Calculated from public prices and simulated quantities
ICP000179-202603,ICP000179,RET001,URES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,63.13695129,6,63.14,Calculated from public prices and simulated quantities
ICP000180-202603,ICP000180,RET005,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,54.44341541,6,54.44,Calculated from public prices and simulated quantities
ICP000181-202603,ICP000181,RET002,URES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,97.21789678,6,97.22,Calculated from public prices and simulated quantities
ICP000182-202603,ICP000182,RET002,RSC,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,88.05443315,6,88.05,Calculated from public prices and simulated quantities
ICP000183-202603,ICP000183,RET002,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,51.46341181,6,51.46,Calculated from public prices and simulated quantities
ICP000184-202603,ICP000184,RET002,RES,Central Canterbury Rural,2026-03,2026-03-01,2026-03-31,31,2025,65.10343541,6,65.1,Calculated from public prices and simulated quantities
ICP000185-202603,ICP000185,RET004,RES,Central Canterbury Rural,2026-03,2026-03-01,2026-03-31,31,2025,51.83552251,6,51.84,Calculated from public prices and simulated quantities
ICP000186-202603,ICP000186,RET002,RSC,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,76.89520446999998,6,76.9,Calculated from public prices and simulated quantities
ICP000187-202603,ICP000187,RET002,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,45.45413189,6,45.45,Calculated from public prices and simulated quantities
ICP000188-202603,ICP000188,RET004,RES,Selwyn,2026-03,2026-03-01,2026-03-31,31,2025,34.03430147,6,34.03,Calculated from public prices and simulated quantities
ICP000189-202603,ICP000189,RET005,RSC,Central Canterbury Rural,2026-03,2026-03-01,2026-03-31,31,2025,71.26198527999999,6,71.26,Calculated from public prices and simulated quantities
ICP000190-202603,ICP000190,RET005,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,52.450708399999996,6,52.45,Calculated from public prices and simulated quantities
ICP000191-202603,ICP000191,RET001,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,49.77572104,6,49.78,Calculated from public prices and simulated quantities
ICP000192-202603,ICP000192,RET002,RES,Central Canterbury Rural,2026-03,2026-03-01,2026-03-31,31,2025,59.06165858,6,59.06,Calculated from public prices and simulated quantities
ICP000193-202603,ICP000193,RET004,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,63.83136569999999,6,63.83,Calculated from public prices and simulated quantities
ICP000194-202603,ICP000194,RET002,RSC,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,89.82565573999999,6,89.83,Calculated from public prices and simulated quantities
ICP000195-202603,ICP000195,RET002,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,53.55793799,6,53.56,Calculated from public prices and simulated quantities
ICP000196-202603,ICP000196,RET002,URES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,49.39967688,6,49.4,Calculated from public prices and simulated quantities
ICP000197-202603,ICP000197,RET004,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,55.33660228,6,55.34,Calculated from public prices and simulated quantities
ICP000198-202603,ICP000198,RET002,RES,Selwyn,2026-03,2026-03-01,2026-03-31,31,2025,45.99483176,6,45.99,Calculated from public prices and simulated quantities
ICP000199-202603,ICP000199,RET003,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,48.92157754,6,48.92,Calculated from public prices and simulated quantities
ICP000200-202603,ICP000200,RET002,RES,Central Canterbury Rural,2026-03,2026-03-01,2026-03-31,31,2025,50.27563461,6,50.28,Calculated from public prices and simulated quantities
ICP000201-202603,ICP000201,RET001,RES,Selwyn,2026-03,2026-03-01,2026-03-31,31,2025,47.74999166,6,47.75,Calculated from public prices and simulated quantities
ICP000202-202603,ICP000202,RET005,RSC,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,77.38129516,6,77.38,Calculated from public prices and simulated quantities
ICP000203-202603,ICP000203,RET004,URES,Selwyn,2026-03,2026-03-01,2026-03-31,31,2025,55.22277646,6,55.22,Calculated from public prices and simulated quantities
ICP000204-202603,ICP000204,RET005,RSU,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,79.60075001,6,79.6,Calculated from public prices and simulated quantities
ICP000205-202603,ICP000205,RET005,URES,Selwyn,2026-03,2026-03-01,2026-03-31,31,2025,51.62399882,6,51.62,Calculated from public prices and simulated quantities
ICP000206-202603,ICP000206,RET001,RSC,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,89.47390234999999,6,89.47,Calculated from public prices and simulated quantities
ICP000207-202603,ICP000207,RET001,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,97.57927801,6,97.58,Calculated from public prices and simulated quantities
ICP000208-202603,ICP000208,RET003,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,52.52850375,6,52.53,Calculated from public prices and simulated quantities
ICP000209-202603,ICP000209,RET001,RES,Selwyn,2026-03,2026-03-01,2026-03-31,31,2025,52.59895124,6,52.6,Calculated from public prices and simulated quantities
ICP000210-202603,ICP000210,RET003,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,57.01396784,6,57.01,Calculated from public prices and simulated quantities
ICP000211-202603,ICP000211,RET002,RES,Selwyn,2026-03,2026-03-01,2026-03-31,31,2025,65.7858473,6,65.79,Calculated from public prices and simulated quantities
ICP000212-202603,ICP000212,RET002,RES,Central Canterbury Rural,2026-03,2026-03-01,2026-03-31,31,2025,53.288890359999996,6,53.29,Calculated from public prices and simulated quantities
ICP000213-202603,ICP000213,RET002,RSC,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,63.63790218999999,6,63.64,Calculated from public prices and simulated quantities
ICP000214-202603,ICP000214,RET002,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,54.24851929,6,54.25,Calculated from public prices and simulated quantities
ICP000215-202603,ICP000215,RET004,RES,Central Canterbury Rural,2026-03,2026-03-01,2026-03-31,31,2025,61.6907712,6,61.69,Calculated from public prices and simulated quantities
ICP000216-202603,ICP000216,RET003,URES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,49.77764793,6,49.78,Calculated from public prices and simulated quantities
ICP000217-202603,ICP000217,RET001,RES,Central Canterbury Rural,2026-03,2026-03-01,2026-03-31,31,2025,62.94553311,6,62.95,Calculated from public prices and simulated quantities
ICP000218-202603,ICP000218,RET005,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,81.21587652999999,6,81.22,Calculated from public prices and simulated quantities
ICP000219-202603,ICP000219,RET005,RSC,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,102.77514418999999,6,102.78,Calculated from public prices and simulated quantities
ICP000220-202603,ICP000220,RET004,URES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,53.255635590000004,6,53.26,Calculated from public prices and simulated quantities
ICP000221-202603,ICP000221,RET001,RSC,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,78.26655197999999,6,78.27,Calculated from public prices and simulated quantities
ICP000222-202603,ICP000222,RET002,RES,Selwyn,2026-03,2026-03-01,2026-03-31,31,2025,54.06461999,6,54.06,Calculated from public prices and simulated quantities
ICP000223-202603,ICP000223,RET001,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,42.456109479999995,6,42.46,Calculated from public prices and simulated quantities
ICP000224-202603,ICP000224,RET001,RSC,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,89.06274248,6,89.06,Calculated from public prices and simulated quantities
ICP000225-202603,ICP000225,RET001,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,54.82964318,6,54.83,Calculated from public prices and simulated quantities
ICP000226-202603,ICP000226,RET001,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,55.20075058,6,55.2,Calculated from public prices and simulated quantities
ICP000227-202603,ICP000227,RET001,RSC,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,63.612199739999994,6,63.61,Calculated from public prices and simulated quantities
ICP000228-202603,ICP000228,RET001,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,48.375819209999996,6,48.38,Calculated from public prices and simulated quantities
ICP000229-202603,ICP000229,RET002,URES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,45.77977016,6,45.78,Calculated from public prices and simulated quantities
ICP000230-202603,ICP000230,RET003,RES,Central Canterbury Rural,2026-03,2026-03-01,2026-03-31,31,2025,54.154684069999995,6,54.15,Calculated from public prices and simulated quantities
ICP000231-202603,ICP000231,RET004,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,47.2433359,6,47.24,Calculated from public prices and simulated quantities
ICP000232-202603,ICP000232,RET002,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,47.270857719999995,6,47.27,Calculated from public prices and simulated quantities
ICP000233-202603,ICP000233,RET002,RES,Central Canterbury Rural,2026-03,2026-03-01,2026-03-31,31,2025,58.02631524,6,58.03,Calculated from public prices and simulated quantities
ICP000234-202603,ICP000234,RET003,RSC,Selwyn,2026-03,2026-03-01,2026-03-31,31,2025,100.52187515,6,100.52,Calculated from public prices and simulated quantities
ICP000235-202603,ICP000235,RET001,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,39.83789435,6,39.84,Calculated from public prices and simulated quantities
ICP000236-202603,ICP000236,RET001,RES,Selwyn,2026-03,2026-03-01,2026-03-31,31,2025,35.99199514,6,35.99,Calculated from public prices and simulated quantities
ICP000237-202603,ICP000237,RET001,URES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,63.96544217,6,63.97,Calculated from public prices and simulated quantities
ICP000238-202603,ICP000238,RET001,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,86.15347541,6,86.15,Calculated from public prices and simulated quantities
ICP000239-202603,ICP000239,RET003,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,68.07291036000001,6,68.07,Calculated from public prices and simulated quantities
ICP000240-202603,ICP000240,RET002,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,57.86475863,6,57.86,Calculated from public prices and simulated quantities
ICP000241-202603,ICP000241,RET001,RSC,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,73.70446428,6,73.7,Calculated from public prices and simulated quantities
ICP000242-202603,ICP000242,RET002,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,83.84000964,6,83.84,Calculated from public prices and simulated quantities
ICP000243-202603,ICP000243,RET003,RSC,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,68.20785538999999,6,68.21,Calculated from public prices and simulated quantities
ICP000244-202603,ICP000244,RET001,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,46.80638551999999,6,46.81,Calculated from public prices and simulated quantities
ICP000245-202603,ICP000245,RET004,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,45.15332325,6,45.15,Calculated from public prices and simulated quantities
ICP000246-202603,ICP000246,RET003,RES,Central Canterbury Rural,2026-03,2026-03-01,2026-03-31,31,2025,50.47576813,6,50.48,Calculated from public prices and simulated quantities
ICP000247-202603,ICP000247,RET003,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,60.394923639999995,6,60.39,Calculated from public prices and simulated quantities
ICP000248-202603,ICP000248,RET001,RSC,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,71.59278681999999,6,71.59,Calculated from public prices and simulated quantities
ICP000249-202603,ICP000249,RET001,URES,Selwyn,2026-03,2026-03-01,2026-03-31,31,2025,80.58377242,6,80.58,Calculated from public prices and simulated quantities
ICP000250-202603,ICP000250,RET001,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,74.60936455999999,6,74.61,Calculated from public prices and simulated quantities
ICP000251-202603,ICP000251,RET004,RES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,64.2820426,6,64.28,Calculated from public prices and simulated quantities
ICP000252-202603,ICP000252,RET002,RSU,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,67.42581499,6,67.43,Calculated from public prices and simulated quantities
ICP000253-202603,ICP000253,RET002,URES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,51.92407851,6,51.92,Calculated from public prices and simulated quantities
ICP000254-202603,ICP000254,RET002,RES,Selwyn,2026-03,2026-03-01,2026-03-31,31,2025,58.29589762,6,58.3,Calculated from public prices and simulated quantities
ICP000255-202603,ICP000255,RET003,URES,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,66.78622517,6,66.79,Calculated from public prices and simulated quantities
ICP000256-202603,ICP000256,RET001,RES,Selwyn,2026-03,2026-03-01,2026-03-31,31,2025,47.08209666,6,47.08,Calculated from public prices and simulated quantities
ICP000257-202603,ICP000257,RET003,RSC,Selwyn,2026-03,2026-03-01,2026-03-31,31,2025,68.08086032,6,68.08,Calculated from public prices and simulated quantities
ICP000258-202603,ICP000258,RET001,RSC,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,161.65390247,6,161.65,Calculated from public prices and simulated quantities
ICP000259-202603,ICP000259,RET002,RSC,Christchurch Urban,2026-03,2026-03-01,2026-03-31,31,2025,75.79293278,6,75.79,Calculated from public prices and simulated quantities
ICP000260-202603,ICP000260,RET002,RES,Central Canterbury Rural,2026-03,2026-03-01,2026-03-31,31,2025,57.38394855999999,6,57.38,Calculated from public prices and simulated quantities
ICP000261-202603,ICP000261,RET004,RES,Central Canterbury Rural,2026-03,2026-03-01,2026-03-31,31,2025,65.72230092,6,65.72,Calculated from public prices and simulated quantities
